isin,name,review_group,review_priority,asset_type,asset_subtype,region_primary,equity_style_box,market_cap_bias,fi_credit_bucket,fi_duration_bucket,risk_bucket,is_suitable_low_risk,classification_confidence,exposure_confidence,warnings,audit_flags,legacy_asset_class,legacy_category,equity_exposure,bond_exposure,cash_exposure,other_exposure
LU0224105980,BlackRock Global Funds - Continental European Flexible Fund E2,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Europa ex-RU Cap. Grande,100.0,0.0,0.0,0.0
LU0231205856,Franklin India Fund N(acc)EUR,ALL_CONFLICTS,20,EQUITY,EMERGING_MARKETS_EQUITY,EMERGING,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV India,100.0,0.0,0.0,0.0
LU0231490524,abrdn SICAV I - Indian Equity Fund A Acc USD,ALL_CONFLICTS,20,EQUITY,EMERGING_MARKETS_EQUITY,EMERGING,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV India,100.0,0.0,0.0,0.0
LU0235308482,Alken Fund - European Opportunities Class R,ALL_CONFLICTS,20,EQUITY,EUROPE_EQUITY,EUROPE,UNKNOWN,MID,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Europa Cap. Mediana,100.0,0.0,0.0,0.0
LU0236738190,Schroder International Selection Fund Japanese Equity B Accumulation EUR Hedged,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Otros,100.0,0.0,0.0,0.0
LU0248172537,Schroder International Selection Fund Emerging Asia A Accumulation EUR,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Asia (ex-Japón),100.0,0.0,0.0,0.0
LU0248173006,Schroder International Selection Fund Emerging Asia B Accumulation EUR,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Asia (ex-Japón),100.0,0.0,0.0,0.0
LU0248174152,Schroder International Selection Fund Emerging Asia A1 Accumulation EUR,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Asia (ex-Japón),100.0,0.0,0.0,0.0
LU0248181363,Schroder International Selection Fund Latin American A Accumulation EUR,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Latinoamérica,100.0,0.0,0.0,0.0
LU0248183815,Schroder International Selection Fund Latin American B Accumulation EUR,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Latinoamérica,100.0,0.0,0.0,0.0
LU0248183906,Schroder International Selection Fund Asian Opportunities B Accumulation EUR,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Asia (ex-Japón),100.0,0.0,0.0,0.0
LU0248184383,Schroder International Selection Fund Latin American A1 Accumulation EUR,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Latinoamérica,100.0,0.0,0.0,0.0
LU0248184466,Schroder International Selection Fund Asian Opportunities A Accumulation EUR,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Asia (ex-Japón),100.0,0.0,0.0,0.0
LU0251807987,BNP Paribas Funds Japan Small Cap Classic EUR Capitalisation,ALL_CONFLICTS,20,EQUITY,JAPAN_EQUITY,JAPAN,UNKNOWN,SMALL,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Japón Cap. Med/Peq,100.0,0.0,0.0,0.0
LU0251853072,AB SICAV I-International Health Care Portfolio Class A EUR Acc,ALL_CONFLICTS,20,EQUITY,SECTOR_EQUITY_HEALTHCARE,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Salud,100.0,0.0,0.0,0.0
LU0261948227,Fidelity Funds - Germany Fund A-Acc-EUR,ALL_CONFLICTS,20,EQUITY,EUROZONE_EQUITY,EUROZONE,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.95,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Alemania Cap. Grande,100.0,0.0,0.0,0.0
LU0261952682,Fidelity Funds - Euro 50 Index Fund A-Acc-EUR,ALL_CONFLICTS,20,EQUITY,EUROZONE_EQUITY,EUROZONE,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Zona Euro Cap. Grande,100.0,0.0,0.0,0.0
LU0267984697,Invesco Funds - Invesco India Equity Fund E Accumulation EUR,ALL_CONFLICTS,20,EQUITY,EMERGING_MARKETS_EQUITY,EMERGING,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV India,100.0,0.0,0.0,0.0
LU0270905242,Pictet-Security R EUR,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,MID,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Global Cap. Med/Peq,100.0,0.0,0.0,0.0
LU0279459456,Schroder International Selection Fund Global Emerging Market Opportunities A Accumulation EUR,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Global Emergente,100.0,0.0,0.0,0.0
LU0279460892,Schroder International Selection Fund Global Smaller Companies A1 Accumulation,ALL_CONFLICTS,20,EQUITY,GLOBAL_SMALL_CAP_EQUITY,GLOBAL,UNKNOWN,SMALL,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,Otros,Global Small-Cap Equity,100.0,0.0,0.0,0.0
LU0282719219,CT (Lux) - Pan European Small Cap Opportunities Class AE (EUR Accumulation Shares),ALL_CONFLICTS,20,EQUITY,EUROPE_EQUITY,EUROPE,UNKNOWN,MID,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Europa Cap. Pequeña,100.0,0.0,0.0,0.0
LU0300507208,Generali Investments SICAV - Euro Future Leaders EX,ALL_CONFLICTS,20,EQUITY,EUROZONE_EQUITY,EUROZONE,UNKNOWN,MID,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,Otros,Eurozone Mid-Cap Equity,100.0,0.0,0.0,0.0
LU0302445910,Schroder International Selection Fund Global Climate Change Equity A Accumulation,ALL_CONFLICTS,20,EQUITY,THEMATIC_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Ecología,100.0,0.0,0.0,0.0
LU0302446645,Schroder International Selection Fund Global Climate Change Equity A Accumulation,ALL_CONFLICTS,20,EQUITY,THEMATIC_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Ecología,100.0,0.0,0.0,0.0
LU0302446991,Schroder International Selection Fund Global Climate Change Equity B Accumulation,ALL_CONFLICTS,20,EQUITY,THEMATIC_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Ecología,100.0,0.0,0.0,0.0
LU0309468980,Nordea 1 - Latin American Equity Fund E EUR,ALL_CONFLICTS,20,EQUITY,US_EQUITY,US,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Latinoamérica,100.0,0.0,0.0,0.0
LU0313923228,BlackRock Strategic Funds - European Opportunities Extension Fund A2 EUR,ALL_CONFLICTS,20,EQUITY,EUROPE_EQUITY,EUROPE,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Europa Cap. Mediana,100.0,0.0,0.0,0.0
LU0318931192,Fidelity Funds - China Focus Fund A-Acc-EUR,ALL_CONFLICTS,20,EQUITY,EMERGING_MARKETS_EQUITY,EMERGING,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV China,100.0,0.0,0.0,0.0
LU0320896664,Robeco BP US Premium Equities DH €,ALL_CONFLICTS,20,EQUITY,US_EQUITY,US,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Otros,100.0,0.0,0.0,0.0
LU0323041763,Digital Funds Stars Europe R,ALL_CONFLICTS,20,EQUITY,SECTOR_EQUITY_TECH,EUROPE,UNKNOWN,MID,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Europa Cap. Mediana,100.0,0.0,0.0,0.0
LU0329070915,Jupiter India Select Class L EUR Acc,ALL_CONFLICTS,20,EQUITY,EMERGING_MARKETS_EQUITY,EMERGING,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV India,100.0,0.0,0.0,0.0
LU0329355670,Robeco QI Emerging Markets Active Equities D €,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Global Emergente,100.0,0.0,0.0,0.0
LU0329678410,Fidelity Funds - Emerging Asia Fund A-Acc-EUR,ALL_CONFLICTS,20,EQUITY,EMERGING_MARKETS_EQUITY,EMERGING,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Asia (ex-Japón),100.0,0.0,0.0,0.0
LU0331286574,BlackRock Global Funds - Sustainable Energy Fund C2 (EUR),ALL_CONFLICTS,20,EQUITY,THEMATIC_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,Otros,RV Sector Energía Alternativa,100.0,0.0,0.0,0.0
LU0345361124,Fidelity Funds - Asia Pacific Opportunities Fund A-Acc-EUR,ALL_CONFLICTS,20,EQUITY,ASIA_PACIFIC_EQUITY,ASIA_DEV,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Asia Pacífico (ex-Japón),100.0,0.0,0.0,0.0
LU0348926287,Nordea 1 - Global Climate and Environment Fund BP EUR,ALL_CONFLICTS,20,EQUITY,THEMATIC_EQUITY,GLOBAL,UNKNOWN,MID,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Ecología,100.0,0.0,0.0,0.0
LU0348927251,Nordea 1 - Global Climate and Environment Fund E EUR,ALL_CONFLICTS,20,EQUITY,THEMATIC_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Ecología,100.0,0.0,0.0,0.0
LU0365089902,Jupiter India Select Class L USD A Inc,ALL_CONFLICTS,20,EQUITY,EMERGING_MARKETS_EQUITY,EMERGING,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV India,100.0,0.0,0.0,0.0
LU0365775922,Schroder International Selection Fund Greater China A Accumulation EUR,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Gran China,100.0,0.0,0.0,0.0
LU0368678339,Fidelity Funds - Pacific Fund A-Acc-EUR,ALL_CONFLICTS,20,EQUITY,ASIA_PACIFIC_EQUITY,ASIA_DEV,UNKNOWN,SMALL,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Asia Pacífico (incl. Japón),100.0,0.0,0.0,0.0
LU0384381660,Morgan Stanley Investment Funds - QuantActive Global Infrastructure Fund A,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,MID,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,Otros,Morningstar Global Equity Infrastructure,100.0,0.0,0.0,0.0
LU0391944815,Pictet-Global Megatrend Selection R EUR,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Global Cap. Med/Peq,100.0,0.0,0.0,0.0
LU0399356780,DWS Invest Latin American Equities LC,ALL_CONFLICTS,20,EQUITY,US_EQUITY,US,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Latinoamérica,100.0,0.0,0.0,0.0
LU0415391431,Bellevue Funds (Lux) - Bellevue Medtech & Services B EUR,ALL_CONFLICTS,20,EQUITY,SECTOR_EQUITY_HEALTHCARE,US,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.95,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Salud,100.0,0.0,0.0,0.0
LU0469270010,AB - Asia Ex-Japan Equity Portfolio C EUR Acc,ALL_CONFLICTS,20,EQUITY,ASIA_PACIFIC_EQUITY,ASIA_DEV,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Asia (ex-Japón),100.0,0.0,0.0,0.0
LU0491217419,Robeco Indian Equities D €,ALL_CONFLICTS,20,EQUITY,EMERGING_MARKETS_EQUITY,EMERGING,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV India,100.0,0.0,0.0,0.0
LU0503631714,Pictet - Global Environmental Opportunities P EUR,ALL_CONFLICTS,20,EQUITY,THEMATIC_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Ecología,100.0,0.0,0.0,0.0
LU0522352516,JPMorgan Funds - India Fund D (acc) - EUR,ALL_CONFLICTS,20,EQUITY,EMERGING_MARKETS_EQUITY,EMERGING,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV India,100.0,0.0,0.0,0.0
LU0524465548,Alken Fund - Small Cap Europe Class A,ALL_CONFLICTS,20,EQUITY,EUROPE_EQUITY,EUROPE,UNKNOWN,MID,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Europa Cap. Pequeña,100.0,0.0,0.0,0.0
LU0524465977,Alken Fund - European Opportunities Class A,ALL_CONFLICTS,20,EQUITY,EUROPE_EQUITY,EUROPE,UNKNOWN,MID,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Europa Cap. Mediana,100.0,0.0,0.0,0.0
LU0552029406,Amundi Funds - Latin America Equity A EUR (C),ALL_CONFLICTS,20,EQUITY,EMERGING_MARKETS_EQUITY,EMERGING,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Latinoamérica,100.0,0.0,0.0,0.0
LU0552029661,Amundi Funds - Latin America Equity G EUR (C),ALL_CONFLICTS,20,EQUITY,EMERGING_MARKETS_EQUITY,EMERGING,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Latinoamérica,100.0,0.0,0.0,0.0
LU0563745743,Bestinver Tordesillas SICAV Iberia A,ALL_CONFLICTS,20,EQUITY,EUROZONE_EQUITY,EUROZONE,UNKNOWN,MID,UNKNOWN,UNKNOWN,HIGH,False,0.95,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV España,100.0,0.0,0.0,0.0
LU0568583420,Amundi Funds - Equity Japan Target A EUR (C),ALL_CONFLICTS,20,EQUITY,JAPAN_EQUITY,JAPAN,UNKNOWN,MID,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Japón Cap. Med/Peq,100.0,0.0,0.0,0.0
LU0568620560,Amundi Funds - Cash EUR A2 EUR (C),ALL_CONFLICTS,20,MONETARY,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,True,0.95,0.45,,MISSING_REGION_PRIMARY | UNKNOWN_SUBTYPE,Otros,Mercado Monetario Estable EUR,0.0,0.0,100.0,0.0
LU0568620727,Amundi Funds - Cash EUR G2 EUR (C),ALL_CONFLICTS,20,MONETARY,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,LOW,True,0.95,0.45,,MISSING_REGION_PRIMARY | UNKNOWN_SUBTYPE,Otros,Mercado Monetario Estable EUR,0.0,0.0,100.0,0.0
LU0570870567,CT (Lux) - Global Smaller Companies AE (EUR Accumulation Shares),ALL_CONFLICTS,20,EQUITY,GLOBAL_SMALL_CAP_EQUITY,GLOBAL,UNKNOWN,SMALL,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,Otros,Global Small-Cap Equity,100.0,0.0,0.0,0.0
LU0594300096,Fidelity Funds - China Consumer Fund A-Acc-EUR,ALL_CONFLICTS,20,EQUITY,EMERGING_MARKETS_EQUITY,EMERGING,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV China,100.0,0.0,0.0,0.0
LU0602539867,Nordea 1 - Emerging Sustainable Stars Equity Fund BP EUR,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Global Emergente,100.0,0.0,0.0,0.0
LU0607512935,Invesco Funds - Invesco Developed Small and Mid-Cap Equity Fund E Accumulation,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,SMALL,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,Otros,Global Small-Cap Equity,100.0,0.0,0.0,0.0
LU0616856935,DWS Invest Brazilian Equities LC,ALL_CONFLICTS,20,EQUITY,EMERGING_MARKETS_EQUITY,EMERGING,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Brasil,100.0,0.0,0.0,0.0
LU0616857313,DWS Invest Brazilian Equities NC,ALL_CONFLICTS,20,EQUITY,EMERGING_MARKETS_EQUITY,EMERGING,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Brasil,100.0,0.0,0.0,0.0
LU0630951415,Fidelity Funds - Emerging Asia Fund E-Acc-EUR,ALL_CONFLICTS,20,EQUITY,EMERGING_MARKETS_EQUITY,EMERGING,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Asia (ex-Japón),100.0,0.0,0.0,0.0
LU0631859229,Bellevue Funds (Lux) - Bellevue Entrepreneur Europe Small B EUR,ALL_CONFLICTS,20,EQUITY,EUROPE_EQUITY,EUROPE,UNKNOWN,MID,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Europa ex-RU Cap. Med/Peq,100.0,0.0,0.0,0.0
LU0637335638,Nordea 1 - Indian Equity Fund BP EUR,ALL_CONFLICTS,20,EQUITY,EMERGING_MARKETS_EQUITY,EMERGING,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV India,100.0,0.0,0.0,0.0
LU0702159772,Fidelity Funds - Asian Smaller Companies Fund A-Acc-EUR,ALL_CONFLICTS,20,EQUITY,ASIA_PACIFIC_EQUITY,ASIA_DEV,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,Otros,Asia ex-Japan Small/Mid-Cap Equity,100.0,0.0,0.0,0.0
LU0704154706,RAM (Lux) Systematic Funds - Emerging Markets Equities O EUR,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Global Emergente,100.0,0.0,0.0,0.0
LU0766123821,Fidelity Funds - China Focus Fund E-Acc-EUR,ALL_CONFLICTS,20,EQUITY,EMERGING_MARKETS_EQUITY,EMERGING,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV China,100.0,0.0,0.0,0.0
LU0769137737,BlackRock Global Funds - Continental European Flexible Fund Class A2 (USD),ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Europa ex-RU Cap. Grande,100.0,0.0,0.0,0.0
LU0778324086,Fidelity Funds - Asian Special Situations Fund E-Acc-EUR,ALL_CONFLICTS,20,EQUITY,ASIA_PACIFIC_EQUITY,ASIA_DEV,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Asia (ex-Japón),100.0,0.0,0.0,0.0
LU0813337002,DWS Invest Latin American Equities NC,ALL_CONFLICTS,20,EQUITY,US_EQUITY,US,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Latinoamérica,100.0,0.0,0.0,0.0
LU0815263628,Morgan Stanley Investment Funds - Emerging Leaders Equity Fund A,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Global Emergente,100.0,0.0,0.0,0.0
LU0823411706,BNP Paribas Funds Consumer InnovatorsClassic Capitalisation,ALL_CONFLICTS,20,EQUITY,US_EQUITY,US,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.95,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Consumo,100.0,0.0,0.0,0.0
LU0823421689,BNP Paribas Funds Disruptive Technology Classic Capitalisation,ALL_CONFLICTS,20,EQUITY,SECTOR_EQUITY_TECH,US,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.95,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Sector Tecnología,100.0,0.0,0.0,0.0
LU0835722488,RAM (Lux) Systematic Funds - Emerging Markets Equities OP EUR,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Global Emergente,100.0,0.0,0.0,0.0
LU0861897477,Abante Global Funds Spanish Opportunities Class B,ALL_CONFLICTS,20,EQUITY,GLOBAL_EQUITY,GLOBAL,UNKNOWN,MID,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV España,100.0,0.0,0.0,0.0
LU0918140210,T. Rowe Price Funds SICAV - US Smaller Companies Equity Fund A (EUR),ALL_CONFLICTS,20,EQUITY,US_EQUITY,US,UNKNOWN,SMALL,UNKNOWN,UNKNOWN,HIGH,False,0.97,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV USA Cap. Pequeña,100.0,0.0,0.0,0.0
LU0922333322,Fidelity Funds - Italy Fund A-Acc-EUR,ALL_CONFLICTS,20,EQUITY,EUROZONE_EQUITY,EUROZONE,UNKNOWN,LARGE,UNKNOWN,UNKNOWN,HIGH,False,0.95,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV Italia,100.0,0.0,0.0,0.0
LU0995386439,EDM Inversion/Spanish Equity R EUR,ALL_CONFLICTS,20,EQUITY,EUROZONE_EQUITY,EUROZONE,UNKNOWN,MID,UNKNOWN,UNKNOWN,HIGH,False,0.95,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV España,100.0,0.0,0.0,0.0
LU1066281574,SIH FCP - Equity Spain A Classic,ALL_CONFLICTS,20,EQUITY,EUROZONE_EQUITY,EUROZONE,UNKNOWN,MID,UNKNOWN,UNKNOWN,HIGH,False,0.95,0.45,,EQUITY_WITHOUT_STYLE_BOX,RV,RV España,100.0,0.0,0.0,0.0
